Age,Accessibility,EdLevel,Employment,Gender,MentalHealth,MainBranch,YearsCode,YearsCodePro,Country,PreviousSalary,HaveWorkedWith,ComputerSkills,Employed
<35,No,Other,1,Man,Yes,Dev,24,15,Turkey,59172,Clojure;Ruby;Docker;Git;Kubernetes;Ruby on Rails;AWS;Google Cloud Platform;PostgreSQL,9,0
>35,Yes,Other,0,Man,No,Dev,22,18,Serbia,11016,C#;Delphi;HTML/CSS;JavaScript;Julia;PHP;Python;SQL;VBA;ASP.NET;jQuery;Microsoft SQL Server;MySQL;PostgreSQL;SQLite,15,1
>35,No,Undergraduate,1,Man,No,Dev,40,21,South Africa,46236,Bash/Shell;Dart;HTML/CSS;JavaScript;Node.js;PHP;SQL;Docker;Git;Laravel;Vue.js;DigitalOcean;Firebase;MariaDB;MongoDB;MySQL,16,1
<35,No,Master,0,Man,No,Dev,13,5,Austria,102693,HTML/CSS;Java;JavaScript;Node.js;Docker;Kubernetes;Angular;Express;React.js;Spring;Microsoft Azure;Elasticsearch;MariaDB;MongoDB;MySQL;PostgreSQL;Redis,17,1
<35,No,Master,1,Man,No,Dev,8,6,Switzerland,132,Bash/Shell;Groovy;Java;JavaScript;Kotlin;PHP;Python;Scala;SQL;Docker;Git;Kubernetes;Spring;AWS;Microsoft Azure;Cassandra;MariaDB;MongoDB;MySQL;Oracle;PostgreSQL;Redis,22,1
<35,No,Undergraduate,1,NonBinary,Yes,Dev,10,6,United Kingdom of Great Britain and Northern Ireland,103408,Bash/Shell;Python;Rust;TypeScript;Docker;Git;Kubernetes;React.js;Google Cloud Platform;Elasticsearch,10,0
<35,No,Undergraduate,1,Man,Yes,Dev,10,4,United States of America,132000,Python;Rust;Docker;Git;Kubernetes;Microsoft Azure;PostgreSQL;SQLite,8,0
<35,No,Undergraduate,1,Man,No,Dev,6,4,United Kingdom of Great Britain and Northern Ireland,72385,C;C++;Elixir;Java;Kotlin;SQL;Git;AWS;Microsoft Azure;Firebase;SQLite,11,0
<35,Yes,Master,0,Woman,Yes,Dev,11,2,United States of America,25000,Bash/Shell;C++;Matlab;Python;Git,5,0
<35,No,Other,1,Man,No,Dev,11,2,Canada,66556,Bash/Shell;C++;HTML/CSS;JavaScript;Kotlin;Node.js;Python;Rust;Swift;Docker;Git;Kubernetes;Yarn;Django;AWS;DigitalOcean;Google Cloud Platform;MySQL;PostgreSQL;Redis;SQLite,21,1
<35,No,Other,1,Man,No,Dev,12,8,India,50268,Go;JavaScript;Node.js;Rust;TypeScript;Deno;Docker;Git;Kubernetes;Terraform;Express;Vue.js;AWS;DigitalOcean;Google Cloud Platform;Microsoft Azure;MongoDB;PostgreSQL;Redis,19,1
<35,No,Undergraduate,0,Man,No,Dev,20,17,Russian Federation,200000,C;Swift;Git;DigitalOcean;PostgreSQL,5,0
<35,No,Master,1,Man,No,Dev,16,10,Finland,64860,JavaScript;Node.js;Rust;Swift;Git;Yarn;Express;React.js;AWS;DigitalOcean;Heroku;Firebase;MongoDB;PostgreSQL;Redis,15,0
<35,No,Master,1,Man,No,Dev,10,3,Australia,40086,HTML/CSS;Java;JavaScript;Matlab;Node.js;Perl;Python;Git;Puppet;Angular;Angular.js;React.js;Spring;AWS;Firebase;IBM DB2;MySQL,17,0
>35,No,Undergraduate,0,Man,Yes,Dev,30,20,United States of America,200000,Bash/Shell;C#;HTML/CSS;JavaScript;Objective-C;PHP;Python;Docker;Git;Unity 3D;AWS;MySQL,12,0
<35,No,Other,1,Man,No,Dev,22,6,Canada,124792,Bash/Shell;HTML/CSS;JavaScript;Python;R;Docker;Git;Kubernetes;AWS;DigitalOcean;Google Cloud Platform;Heroku;Microsoft Azure;Cassandra;DynamoDB;Elasticsearch;Firebase;PostgreSQL;SQLite,19,0
<35,No,Undergraduate,1,Man,Yes,Dev,8,1,Sweden,39024,C#;Java;JavaScript;Git;Angular.js;Microsoft SQL Server;MongoDB;MySQL,8,1
<35,No,Master,1,Man,Yes,NotDev,4,0,United States of America,50000,R;SQL;Microsoft SQL Server,3,0
<35,No,Undergraduate,1,Man,No,Dev,17,15,United Kingdom of Great Britain and Northern Ireland,95652,C#;JavaScript;Python;Rust;Docker;Git;Kubernetes;ASP.NET Core ;jQuery;Google Cloud Platform;Microsoft Azure;Microsoft SQL Server;PostgreSQL;Redis,14,1
<35,No,Master,0,Man,No,Dev,15,2,Germany,44316,HTML/CSS;Java;JavaScript;Rust;SQL;TypeScript;Ansible;Git;React.js;PostgreSQL,10,0
<35,No,Undergraduate,1,Man,No,Dev,11,6,United States of America,194000,C++;Java;Rust;AWS;Google Cloud Platform;MariaDB;SQLite,7,0
>35,No,Undergraduate,1,Man,No,Dev,42,40,United States of America,137000,C#;VBA;Git,3,0
<35,No,Undergraduate,1,Woman,Yes,NotDev,10,3,United States of America,200000,HTML/CSS;JavaScript;Node.js;Python;R;SQL;TypeScript;Docker;Git;Kubernetes;Gatsby;React.js;Google Cloud Platform;Microsoft Azure;MongoDB;PostgreSQL,16,1
>35,No,Master,1,Man,No,Dev,30,20,United Kingdom of Great Britain and Northern Ireland,155111,Python;Rust;Docker;Git;Terraform;AWS,6,0
>35,No,PhD,1,Man,Yes,Dev,15,6,United States of America,100000,Bash/Shell;HTML/CSS;Java;JavaScript;Python;Ruby;SQL;Docker;Git;Django;Flask;jQuery;AWS;DigitalOcean;MariaDB;MongoDB;MySQL;PostgreSQL,18,1
<35,No,Undergraduate,1,Man,Yes,Dev,12,3,United States of America,100000,Bash/Shell;C;Groovy;HTML/CSS;Java;JavaScript;Kotlin;LISP;PowerShell;Python;Rust;SQL;Git;React.js;Svelte;DigitalOcean;Google Cloud Platform;Microsoft Azure;Firebase;PostgreSQL;SQLite,21,1
<35,No,Undergraduate,0,Man,No,Dev,4,1,The former Yugoslav Republic of Macedonia,3792,Assembly;C;C#;C++;Groovy;HTML/CSS;Java;Kotlin;Matlab;Python;SQL;TypeScript;Git;Angular;ASP.NET;Spring;MySQL;PostgreSQL,18,1
<35,No,Undergraduate,1,Man,No,Dev,12,5,Egypt,8076,C#;HTML/CSS;JavaScript;Matlab;PHP;SQL;ASP.NET;ASP.NET Core ;jQuery;Vue.js;Firebase;Microsoft SQL Server;MySQL,13,1
<35,No,Master,0,Man,No,NotDev,7,4,Germany,64860,HTML/CSS;Java;JavaScript;Objective-C;SQL;TypeScript;Git;Yarn;Angular;Gatsby;Firebase;MongoDB,12,1
<35,No,Undergraduate,1,Man,No,Dev,10,2,Turkey,17748,C#;Java;JavaScript;PHP;Ansible;Docker;Git;Kubernetes;ASP.NET;ASP.NET Core ;Laravel;React.js;Spring;AWS;DynamoDB;Elasticsearch;MariaDB;Microsoft SQL Server;MySQL;Redis,20,1
>35,No,PhD,1,Man,No,Dev,35,15,Sweden,122731,Julia;Matlab;Python;R;SQL;Docker;Git;Kubernetes;Google Cloud Platform;Heroku;Microsoft Azure;MariaDB;Microsoft SQL Server;MySQL;Oracle;PostgreSQL;SQLite,17,0
<35,No,Undergraduate,1,Man,No,Dev,10,6,Turkey,11340,HTML/CSS;JavaScript;PHP;Docker;Git;Yarn;Drupal;React.js;MySQL,9,0
<35,No,Undergraduate,1,Man,No,Dev,9,2,United States of America,80000,C;C++;HTML/CSS;JavaScript;Node.js;PHP;PowerShell;Python;Rust;SQL;TypeScript;Docker;Git;Kubernetes;Yarn;Angular;Angular.js;Express;jQuery;Vue.js;AWS;DigitalOcean;Google Cloud Platform;Microsoft Azure;MariaDB;Microsoft SQL Server;MongoDB;MySQL;Oracle;PostgreSQL;Redis,31,1
<35,No,Other,1,Man,No,Dev,12,12,United States of America,165000,Assembly;Bash/Shell;C;C++;Go;JavaScript;Rust;SQL;Docker;Git;Kubernetes;Terraform;AWS;DigitalOcean;Google Cloud Platform;Elasticsearch;MongoDB;PostgreSQL,18,0
<35,No,Undergraduate,1,Man,Yes,Dev,5,3,Canada,60505,Go;HTML/CSS;Node.js;PHP;Rust;SQL;TypeScript;Docker;Git;Kubernetes;Terraform;Yarn;Angular;React.js;AWS;Google Cloud Platform;MySQL;PostgreSQL,18,0
<35,No,Undergraduate,1,Man,No,Dev,16,6,Angola,46152,C#;HTML/CSS;JavaScript;Node.js;Ruby;SQL;TypeScript;Git;Yarn;ASP.NET Core ;React.js;Ruby on Rails;Firebase;Microsoft SQL Server;SQLite,15,1
>35,No,Undergraduate,1,Man,Yes,Dev,31,21,United States of America,155000,C#;JavaScript;Kotlin;Node.js;PHP;Python;SQL;Swift;TypeScript;Docker;ASP.NET Core ;React.js;Vue.js;Microsoft Azure;Microsoft SQL Server;MongoDB,16,1
>35,No,NoHigherEd,1,Man,No,Dev,26,21,Russian Federation,37752,C;C++;Java;PHP;Git;Microsoft Azure,6,0
<35,No,Master,1,Man,No,Dev,5,3,United States of America,104832,C#;PowerShell;VBA;Docker;Git;ASP.NET;ASP.NET Core ;Microsoft Azure;Microsoft SQL Server;Oracle,10,0
<35,No,Other,1,Man,Yes,Dev,3,0,Canada,30253,C#;Java;JavaScript;Kotlin;Git;Express;FastAPI;React.js;AWS;Elasticsearch;Microsoft SQL Server;MongoDB;MySQL,13,1
<35,No,Other,1,Man,No,Dev,16,11,United States of America,168000,Bash/Shell;Go;HTML/CSS;JavaScript;Node.js;PHP;SQL;TypeScript;Git;Kubernetes;Terraform;React.js;Symfony;AWS;Elasticsearch;MySQL;PostgreSQL;Redis;SQLite,19,1
<35,No,Undergraduate,1,Man,No,Dev,5,0,Turkey,20712,C;HTML/CSS;Java;JavaScript;SQL;Docker;Git;Unity 3D;jQuery;React.js;Spring;AWS;DigitalOcean;Google Cloud Platform;Heroku;MariaDB;MySQL;Oracle,18,0
<35,No,Master,1,Man,Yes,Dev,18,6,Germany,75669,Clojure;Go;Java;JavaScript;Python;Rust;TypeScript;Git;Kubernetes;Terraform;Yarn;React.js;Google Cloud Platform;Cassandra,14,0
<35,No,Undergraduate,1,Man,No,Dev,5,0,India,16080,HTML/CSS;JavaScript;Node.js;Git;Vue.js,5,0
<35,No,Master,1,Woman,No,Dev,5,2,Canada,46891,JavaScript;Python;R;Git,4,0
<35,No,Undergraduate,1,Man,No,Dev,11,7,United States of America,100000,HTML/CSS;JavaScript;Node.js;PHP;Python;SQL;TypeScript;Git;Angular.js;Express;jQuery;React.js;Vue.js;AWS;DynamoDB;MySQL,16,1
>35,No,Undergraduate,1,NonBinary,No,Dev,10,5,United States of America,120000,C#;F#;HTML/CSS;Java;JavaScript;Node.js;Python;SQL;TypeScript;Git;Angular;Angular.js;ASP.NET;ASP.NET Core ;Django;jQuery;React.js;Spring;AWS;Microsoft Azure;Microsoft SQL Server;MongoDB;MySQL;PostgreSQL;SQLite,25,1
<35,No,Master,0,Man,No,Dev,16,8,France,23352,Assembly;Bash/Shell;C#;C++;Go;HTML/CSS;JavaScript;Node.js;Rust;TypeScript;Git;Unity 3D;Angular;Express;React.js;Vue.js;AWS;DigitalOcean;Firebase;MongoDB;MySQL,21,1
>35,No,Other,1,Man,No,Dev,24,19,United States of America,125000,Bash/Shell;Java;JavaScript;Julia;Kotlin;PHP;Rust;Scala;SQL;TypeScript;Ansible;Deno;Docker;Git;Kubernetes;Pulumi;Terraform;jQuery;Laravel;React.js;Spring;Vue.js;AWS;DigitalOcean;Heroku;DynamoDB;MySQL;PostgreSQL;Redis;SQLite,30,1
<35,No,Undergraduate,1,Man,No,Dev,14,7,United States of America,175000,Go;Java;JavaScript;Kotlin;Node.js;Python;TypeScript;Docker;Git;React.js;AWS;DynamoDB;MySQL;PostgreSQL,14,1
<35,No,NoHigherEd,1,Man,Yes,Dev,4,0,Brazil,6456,C;C#;C++;HTML/CSS;Java;JavaScript;Node.js;PHP;PowerShell;Python;SQL;Git;Django;jQuery;Firebase;MariaDB;MySQL;Oracle;SQLite,19,1
<35,No,Undergraduate,1,Man,No,Dev,5,1,Pakistan,5064,HTML/CSS;JavaScript;PHP;Python;SQL;Git;Django;jQuery;Laravel;Vue.js;AWS;MariaDB;MySQL;Redis;SQLite,15,0
<35,No,Undergraduate,1,Man,Yes,Dev,6,5,United States of America,93500,HTML/CSS;JavaScript;Node.js;Rust;Docker;Git;Kubernetes;Express;Vue.js;AWS;DynamoDB;MySQL;Redis,13,0
>35,No,Undergraduate,1,Man,Yes,Dev,7,3,United States of America,60000,Bash/Shell;HTML/CSS;JavaScript;PHP;SQL;Git;jQuery;IBM DB2;MySQL,9,0
<35,No,Undergraduate,1,Man,No,Dev,10,9,India,37697,Perl;Docker;MariaDB,3,0
<35,No,Undergraduate,0,Man,No,Dev,10,5,Ireland,50000,C;C#;HTML/CSS;Java;JavaScript;Kotlin;Node.js;PHP;Python;SQL;Git;Unity 3D;Laravel;Symfony;AWS;DigitalOcean;DynamoDB;Microsoft SQL Server;MongoDB;MySQL,20,1
>35,No,Master,0,Man,No,Dev,27,13,Switzerland,106731,Bash/Shell;C;C#;C++;TypeScript;Ansible;Git;Unity 3D;Angular;Svelte;Vue.js,11,1
<35,No,Master,0,Man,Yes,Dev,15,11,Georgia,7200,C#;HTML/CSS;JavaScript;Python;SQL;TypeScript;Docker;Git;Angular;ASP.NET Core ;React.js;Vue.js;AWS;Microsoft Azure;Elasticsearch;Microsoft SQL Server;MongoDB;MySQL;Oracle;Redis,20,1
>35,No,Undergraduate,1,Man,No,Dev,30,16,United States of America,190000,Bash/Shell;Go;Python;Ansible;Docker;Git;Kubernetes;Terraform;FastAPI;AWS;Google Cloud Platform;Heroku;Microsoft Azure;Elasticsearch;MongoDB;PostgreSQL;Redis,17,0
<35,No,Undergraduate,1,Man,Yes,Dev,8,4,Belgium,32424,C#;HTML/CSS;JavaScript;Node.js;SQL;TypeScript;Docker;Git;ASP.NET Core ;jQuery;React.js;Microsoft Azure;Microsoft SQL Server;Oracle,14,1
<35,No,Undergraduate,1,Man,No,Dev,4,4,India,167544,Java;Docker;Git;Angular;Angular.js;Express;AWS;Google Cloud Platform;Heroku;Cassandra;DynamoDB;Elasticsearch;Firebase;MongoDB;PostgreSQL;Redis,16,0
<35,No,PhD,1,Man,No,Dev,16,8,Germany,91883,Bash/Shell;C++;Groovy;Python;Ansible;Docker;Git;Cassandra;Elasticsearch;PostgreSQL,10,0
<35,No,Undergraduate,1,Man,Yes,Dev,7,5,Netherlands,40212,Dart;Java;Kotlin;Python;Git;Firebase;SQLite,7,0
<35,No,Undergraduate,1,Man,Yes,Dev,4,3,Turkey,14796,HTML/CSS;Java;JavaScript;TypeScript;Unity 3D;Angular.js;ASP.NET;jQuery;Google Cloud Platform;Heroku;MySQL,11,1
>35,No,Undergraduate,1,Man,Yes,Dev,15,8,United States of America,170000,HTML/CSS;JavaScript;Python;SQL;Docker;Git;Django;Flask;Laravel;AWS;PostgreSQL;SQLite,12,0
<35,No,Undergraduate,1,Man,Yes,Dev,8,2,United States of America,73000,JavaScript;Node.js;Python;SQL;Docker;Git;Oracle,7,0
<35,No,NoHigherEd,0,Man,No,Dev,12,7,Czech Republic,62352,Bash/Shell;JavaScript;Node.js;SQL;TypeScript;Docker;Git;Terraform;AWS;PostgreSQL,10,1
>35,No,Other,1,Man,No,Dev,30,14,Italy,54049,C#;JavaScript;Node.js;PowerShell;TypeScript;Git;Angular;ASP.NET Core ;Microsoft SQL Server,9,1
>35,No,Master,1,Man,No,NotDev,42,30,Czech Republic,25980,Assembly;HTML/CSS;PHP;SQL;MySQL,5,0
<35,No,PhD,1,Man,Yes,NotDev,15,8,Ireland,35672,Bash/Shell;Matlab;PowerShell;Python;R;Git;DigitalOcean,7,0
<35,No,Undergraduate,1,Man,No,Dev,6,4,United States of America,75000,C#;HTML/CSS;JavaScript;Node.js;SQL;TypeScript;Git;Angular;ASP.NET;ASP.NET Core ;jQuery;Vue.js;Heroku;Microsoft Azure;Microsoft SQL Server;MySQL,16,1
>35,No,PhD,1,Man,No,Dev,23,12,United Kingdom of Great Britain and Northern Ireland,71093,Bash/Shell;C++;Java;Python;R;Docker;Git;AWS;Google Cloud Platform,9,0
>35,No,Undergraduate,1,Man,Yes,NotDev,28,24,United States of America,150000,Bash/Shell;Python;Git;Puppet;Terraform;AWS;Google Cloud Platform,7,0
<35,No,Undergraduate,1,Man,No,Dev,12,5,Turkey,31560,C#;HTML/CSS;JavaScript;Python;SQL;Docker;Git;ASP.NET;ASP.NET Core ;jQuery;AWS;Google Cloud Platform;Heroku;DynamoDB;Elasticsearch;Firebase;Microsoft SQL Server;MongoDB;MySQL,19,1
<35,No,Undergraduate,1,Man,No,Dev,2,1,India,5236,HTML/CSS;JavaScript;Node.js;SQL;TypeScript;Docker;Git;Yarn;Angular;Express;Gatsby;jQuery;React.js;AWS;Heroku;MongoDB;MySQL;PostgreSQL,18,1
<35,No,Master,1,Man,No,Dev,11,5,Armenia,9600,HTML/CSS;JavaScript;Node.js;PHP;SQL;Git;Express;jQuery;Laravel;React.js;Vue.js;AWS;DigitalOcean;Elasticsearch;Firebase;MySQL;PostgreSQL,17,0
<35,No,Master,1,Man,Yes,Dev,10,5,India,10471,Java;JavaScript;Git;Firebase;MySQL;SQLite,6,0
>35,No,Other,1,Man,No,NotDev,40,20,Italy,41077,Assembly;HTML/CSS;JavaScript;Node.js;Python;Git;Kubernetes;Yarn;React.js;Google Cloud Platform;Elasticsearch;Redis,12,0
>35,No,Master,1,Man,No,Dev,31,27,Poland,60744,Assembly;Bash/Shell;C;C++;Git,5,0
>35,No,NoHigherEd,1,Man,Yes,Dev,10,8,United States of America,140000,C#;PowerShell;Ruby;Ansible;Chef;Docker;Git;AWS;Microsoft Azure;MySQL;SQLite,11,0
>35,No,Other,1,Man,No,Dev,7,6,United States of America,85000,,0,0
<35,No,Other,1,Man,No,Dev,16,5,Russian Federation,45300,C;C++;HTML/CSS;Java;JavaScript;Node.js;SQL;TypeScript;Docker;Git;Angular;Express;Spring;PostgreSQL;Redis,15,1
<35,No,Master,1,Man,Yes,Dev,11,3,Slovakia,33204,Go;HTML/CSS;JavaScript;Node.js;Python;SQL;TypeScript;Docker;Git;Yarn;Django;Express;React.js;IBM Cloud or Watson;MongoDB;PostgreSQL;Redis,17,1
<35,No,Undergraduate,1,Man,Yes,Dev,15,13,United States of America,112000,Bash/Shell;C#;HTML/CSS;JavaScript;PowerShell;SQL;TypeScript;Docker;Git;Yarn;Angular.js;ASP.NET Core ;Express;React.js;Vue.js;Microsoft Azure;Microsoft SQL Server,17,1
<35,No,PhD,1,Man,No,Dev,9,4,Italy,33732,Bash/Shell;C;C++;Dart;HTML/CSS;JavaScript;Node.js;PHP;Python;SQL;Docker;Git;Angular.js;Django;Flask;jQuery;Spring;Vue.js;Google Cloud Platform;Heroku;Microsoft Azure;Elasticsearch;Firebase;Microsoft SQL Server;MongoDB;MySQL;PostgreSQL;SQLite,28,1
<35,No,Undergraduate,1,Man,Yes,Dev,10,3,United States of America,93000,Bash/Shell;C;C++;HTML/CSS;JavaScript;Node.js;Python;Rust;TypeScript;Git;Express;Vue.js;AWS,13,1
<35,No,Other,0,Man,Yes,Dev,5,2,Egypt,24000,Dart;Java;Python;SQL;Swift;Git;Unity 3D;Firebase;SQLite,9,0
<35,No,Undergraduate,1,Man,Yes,Dev,10,3,India,13962,Bash/Shell;C;C++;Java;JavaScript;PHP;Python;Docker;Git;Unity 3D;Flask;AWS;Google Cloud Platform;Firebase;MongoDB;MySQL;Oracle;SQLite,18,1
>35,No,Undergraduate,1,Man,No,Dev,27,15,United Kingdom of Great Britain and Northern Ireland,77556,Bash/Shell;Python;R;SQL;Docker;Git;Google Cloud Platform;MySQL,8,0
>35,No,Master,1,Man,No,Dev,24,10,Canada,117229,Python;Git;Flask;PostgreSQL,4,0
>35,No,Undergraduate,1,Man,Yes,Dev,17,14,United States of America,110000,C#;Git;ASP.NET;IBM DB2;Microsoft SQL Server;Oracle,6,0
<35,No,Undergraduate,1,Woman,No,Dev,20,5,South Africa,43308,C#;C++;Python;Git;Oracle,5,0
<35,No,Undergraduate,1,Man,No,Dev,8,3,Turkey,12624,C#;ASP.NET;ASP.NET Core ;Microsoft SQL Server;MongoDB,5,1
<35,No,Other,1,Man,Yes,Dev,15,9,United States of America,200000,Bash/Shell;Groovy;Kotlin;Node.js;SQL;Docker;Git;Kubernetes;React.js;Google Cloud Platform;PostgreSQL;SQLite,12,1
<35,No,Master,1,Man,Yes,Dev,10,1,Sweden,44184,C#;Python;Docker;Git;Angular;ASP.NET;ASP.NET Core ;Microsoft Azure;Microsoft SQL Server;PostgreSQL,10,0
<35,No,Other,1,Man,Yes,Dev,5,2,Brazil,4944,JavaScript;Node.js;Python;TypeScript;Git;Angular;Express;Flask;jQuery;React.js;Vue.js;AWS;Google Cloud Platform;Microsoft Azure;MongoDB;MySQL;SQLite,17,1
<35,No,Undergraduate,0,Man,No,Dev,18,0,Canada,37800,C#;Rust;Docker;Git;DynamoDB;Redis,6,0
<35,No,Other,1,Man,No,Dev,15,5,Poland,30372,Bash/Shell;HTML/CSS;Java;JavaScript;Node.js;PHP;SQL;TypeScript;Ansible;Docker;Git;Kubernetes;Gatsby;jQuery;Laravel;React.js;Spring;Symfony;Vue.js;AWS;DigitalOcean;Heroku;Microsoft Azure;Elasticsearch;Firebase;MariaDB;MongoDB;MySQL;PostgreSQL;Redis;SQLite,31,1
<35,No,Undergraduate,1,Man,No,Dev,8,3,Sri Lanka,11940,C#;HTML/CSS;JavaScript;Node.js;Git;Yarn;ASP.NET Core ;React.js;Microsoft Azure;Oracle,10,0
<35,No,Master,1,Man,No,Dev,12,1,Sweden,46632,C;C++;Haskell;Python;Rust;SQL;Docker;Git;FastAPI;Flask;DigitalOcean;PostgreSQL;Redis,13,0
>35,No,Undergraduate,1,Man,No,Dev,10,10,Israel,140088,C;C#;C++;Dart;Go;Java;SQL;Unity 3D,8,0
>35,No,Master,1,Man,No,Dev,25,16,Norway,86316,Go;HTML/CSS;JavaScript;Node.js;Python;Rust;SQL;TypeScript;Flow;Git;Terraform;Angular.js;jQuery;React.js;Svelte;Vue.js;AWS;Google Cloud Platform;DynamoDB;MongoDB;MySQL;PostgreSQL;Redis,23,1
>35,No,Other,0,Man,Yes,NotDev,40,36,Netherlands,75669,Bash/Shell;HTML/CSS;Perl;Python;SQL;Ansible;Git;Microsoft Azure;Microsoft SQL Server;Oracle,10,0
<35,No,NoHigherEd,1,Man,Yes,Dev,4,2,Estonia,25944,C;C++;Docker;Git;AWS;DigitalOcean,6,0
<35,No,Other,1,Man,No,Dev,14,4,Austria,38916,Bash/Shell;JavaScript;PHP;Rust;SQL;Ansible;Docker;Git;Vue.js;MariaDB;PostgreSQL;Redis;SQLite,13,0
<35,No,Undergraduate,1,Man,No,Dev,16,5,United States of America,79997,C#;HTML/CSS;PowerShell;SQL;Git;ASP.NET;Microsoft SQL Server,7,0
<35,No,Undergraduate,0,Man,No,Dev,4,0,India,13962,C;Go;HTML/CSS;JavaScript;Matlab;Node.js;PHP;Python;SQL;Git;Terraform;Express;Flask;jQuery;React.js;Vue.js;Google Cloud Platform;Heroku;Firebase;MySQL;PostgreSQL;SQLite,22,1
>35,No,PhD,1,Man,Yes,NotDev,20,15,Brazil,35736,C;Java;Git;MariaDB;MySQL,5,0
<35,No,Master,1,Man,Yes,Dev,15,10,Netherlands,70264,Bash/Shell;HTML/CSS;Java;JavaScript;Node.js;Docker;Git;Spring,8,1
>35,No,PhD,1,Man,No,Dev,25,8,United States of America,150000,C#;Git;Unity 3D;Xamarin,4,0
<35,No,Undergraduate,1,Man,No,Dev,4,1,Kenya,3564,Go;HTML/CSS;JavaScript;Node.js;PHP;Python;Ruby;SQL;Docker;Git;Django;Flask;jQuery;AWS;Heroku;Firebase;MySQL;PostgreSQL;Redis;SQLite,20,1
>35,No,Master,1,Man,No,NotDev,35,16,Russian Federation,73608,Bash/Shell;Go;Python;Rust;Ansible;Docker;Git;Kubernetes;Puppet;Flask;React.js;Elasticsearch;MongoDB;PostgreSQL;Redis;SQLite,16,1
<35,No,Undergraduate,1,Man,No,Dev,3,1,Pakistan,1944,Assembly;C++;Dart;Java;JavaScript;Node.js;PHP;Git;jQuery;Google Cloud Platform;Heroku;Firebase;MongoDB;MySQL;PostgreSQL;SQLite,16,1
<35,No,Undergraduate,1,Man,No,NotDev,9,2,Germany,43239,HTML/CSS;Python;Git;Flask;Redis;SQLite,6,0
>35,No,Master,1,Man,No,Dev,45,38,United States of America,185000,Bash/Shell;C;Perl;SQL;Docker;Git;Kubernetes,7,0
>35,Yes,Master,1,Man,No,Dev,30,25,United States of America,215000,Bash/Shell;C#;HTML/CSS;JavaScript;PHP;PowerShell;Python;SQL;ASP.NET;jQuery;AWS;Microsoft SQL Server;MySQL,13,1
<35,No,Undergraduate,0,Man,No,Dev,10,6,Finland,54480,Bash/Shell;Java;JavaScript;Node.js;Python;Ruby;Rust;SQL;TypeScript;Docker;Git;Kubernetes;Express;React.js;Ruby on Rails;AWS;DigitalOcean;Google Cloud Platform;PostgreSQL;Redis;SQLite,21,1
<35,No,Undergraduate,1,Man,No,Dev,10,1,Saudi Arabia,39996,Swift;Git,2,0
<35,No,Undergraduate,0,Man,No,Dev,10,5,India,16754,C#;HTML/CSS;JavaScript;SQL;TypeScript;Angular;ASP.NET Core ;Microsoft Azure;Microsoft SQL Server;MongoDB;MySQL,11,1
>35,No,Undergraduate,1,Man,No,Dev,12,10,United States of America,170000,Bash/Shell;Go;HTML/CSS;JavaScript;Node.js;Python;SQL;TypeScript;Git;Kubernetes;Flask;React.js;Vue.js;AWS;Google Cloud Platform;PostgreSQL;Redis,17,1
>35,No,Master,1,NonBinary,No,Dev,15,10,United States of America,150000,C;C#;C++;Java;Matlab;PowerShell;Python;VBA;Docker;Git;Unity 3D;Unreal Engine;Xamarin;ASP.NET;ASP.NET Core ;AWS;DigitalOcean;IBM Cloud or Watson;Microsoft Azure;IBM DB2;Microsoft SQL Server;MySQL;Oracle;PostgreSQL,24,1
<35,No,Undergraduate,1,Man,No,Dev,12,8,India,38532,PHP;SQL;Ansible;Docker;Git;Drupal;jQuery;IBM Cloud or Watson;MySQL,9,0
<35,No,Undergraduate,1,Woman,Yes,Dev,17,12,United States of America,107978,Python;Git;Django;SQLite,4,0
<35,No,Master,1,Man,No,Dev,12,4,United States of America,90000,Bash/Shell;C#;Haskell;HTML/CSS;Java;JavaScript;Node.js;PowerShell;Python;SQL;TypeScript;Docker;Git;Angular;Angular.js;ASP.NET;ASP.NET Core ;React.js;Spring;AWS;Microsoft Azure;Microsoft SQL Server;MySQL,23,1
<35,No,Other,1,Man,No,NotDev,5,2,Saudi Arabia,39348,C++;Python;SQL;Swift;Google Cloud Platform;Firebase;Microsoft SQL Server,7,0
>35,No,Master,1,Man,No,Dev,5,3,Croatia,29604,C#;HTML/CSS;JavaScript;TypeScript;ASP.NET;ASP.NET Core ;jQuery;Vue.js;Microsoft Azure;MariaDB;Microsoft SQL Server;MongoDB,12,1
<35,No,Undergraduate,1,Man,Yes,Dev,9,4,Ireland,50806,Bash/Shell;Python;R;SQL;Docker;Git;React.js;AWS;DigitalOcean;Cassandra;Elasticsearch;MariaDB;PostgreSQL,13,0
<35,No,Master,1,Man,No,Dev,9,7,United States of America,135000,Dart;Go;HTML/CSS;Java;JavaScript;Node.js;Python;TypeScript;Docker;Git;Kubernetes;Angular;React.js;DigitalOcean;Google Cloud Platform;Firebase;Redis;SQLite,18,1
<35,No,Undergraduate,1,Man,No,Dev,5,1,India,7679,Python;Docker;Git;AWS;Google Cloud Platform;MongoDB,6,0
<35,No,PhD,1,Man,No,NotDev,13,3,Canada,109665,Python;Git,2,0
<35,No,Undergraduate,1,Man,No,Dev,7,4,Greece,19452,Java;JavaScript;SQL;TypeScript;Docker;Git;Angular;Spring;MariaDB;MySQL;Oracle,11,0
